ADAMTS9-AS2
FLNA
FLNC
FLRT2
FLRT3
FLT1
FMO5
FMOD
FN1
FOLR1
FOS
FOSB
FOSL1
FOXA2
FOXC1
FOXC2
FOXF1
FOXF2
FOXJ1
FOXM1
FOXP2
FOXQ1
FRMD3
FRMD4A
FRMD4B
FRMD6
FRY
FRZB
FSCN1
FSIP2
FST
FSTL1
FSTL3
FSTL5
FTH1
FTL
FUT9
FXYD1
FXYD2
FXYD3
FXYD6
FYB1
FZD8
GABRA2
GABRE
GABRP
GAD2
GADD45A
GADD45B
GADD45G
GAL
GAL3ST1
GALNT5
GAP43
GAS1
GAS2L3
GAST
GATA2
GATA3
GATM
GBP1
GBP2
GBP4
GC
GCG
GCLC
GCNT3
GDA
GDF15
GDNF
GEM
GFRA1
GGT5
GHRL
GINS2
GJA1
GJA4
GK
GKN2
GLIPR1
GLRX
GLTPD2
GMFG
GMNN
GNAO1
GNG2
GNG3
GNG4
GNG11
GNRH2
GOLGA8A
GP2
GPA33
GPBAR1
GPC3
GPM6A
GPM6B
GPNMB
GPR183
GPRC5A
GPX2
GPX3
GREM1
GREM2
GRIA2
GRIA4
GRID2
G0S2
GSN
GSTA1
GSTA2
GTSE1
GUCA2A
GUCA2B
GUCY1A1
GUCY1A2
GULP1
GYPC
HABP2
HAMP
HAND1
HAND2
HAP1
HAPLN1
HAS2
HAS3
HCK
HEG1
HELLS
HEPACAM2
HERC5
HERPUD1
HES1
HES4
HES5
HES6
HEY1
HGF
HHEX
HHIP
HHLA2
HIC1
HILPDA
HJURP
HK2
HKDC1
HLA-B
HLA-DPA1
HLA-DPB1
HLA-DQB1
HLA-DRA
HLA-DRB1
HLA-DRB5
HLA-F
HLA-G
HLX
HMCN1
HMGA2
HMGB2
HMGB3
HMGCS1
HMGCS2
HMGN2
HMMR
HMOX1
HNF4A
HOPX
HOXA10
HOXB2
HOXB9
HP
HPGD
HPN
HRK
HS3ST1
HSD17B2
HSPA1A
HSPA1B
HSPA2
HSPA5
HSPA6
HSPB1
HSPB8
HSPG2
HTRA1
ICAM1
ICAM2
ICAM4
ID1
ID2
ID3
ID4
IDI1
IER2
IER3
IER5
IER5L
IFI6
IFI16
IFI27
IFI30
IFI44
IFI44L
IFIT1
IFIT2
IFIT3
IFITM1
IFITM2
IFITM3
IFRD1
IGDCC3
IGF1
IGF2
IGFBP1
IGFBP2
IGFBP3
IGFBP4
IGFBP5
IGFBP6
IGFBP7
IGFBPL1
IGFL1
IGFL2
IHH
IL1A
IL1B
IL1R1
IL1R2
IL1RL1
IL2RG
IL6
IL6R
IL11
IL17C
IL23A
IL32
IL33
INA
INHBA
INHBB
INSIG1
INSIG2
INSM1
INSR
IQGAP2
IQGAP3
IRF1
IRS2
IRX3
ISG15
ISG20
ISL1
ISLR
ITGA1
ITGA2
ITGA4
ITGA5
ITGA8
ITGB8
ITIH2
ITIH5
ITLN1
ITM2A
ITPKC
ITPR1
ITPR2
JAG1
JUN
JUNB
JUND
KANK4
KCND3
KCNE4
KCNH6
KCNIP4
KCNJ2
KCNJ6
KCNJ13
KCNK6
KCNK17
KCNMA1
KCNN3
KCTD12
KCTD16
KDR
KIF1A
KIF2C
KIF4A
KIF5C
KIF11
KIF14
KIF15
KIF19
KIF20A
KIF20B
KIF23
KIFC1
KISS1R
KIT
KLF2
KLF4
KLF6
KLF7
KLF10
KLHL24
KLK1
KLK6
KLK7
KLK10
KLK11
KLK12
KLK13
KNL1
KPNA2
KRT4
KRT5
KRT6A
KRT6B
KRT7
KRT8
KRT13
KRT14
KRT15
KRT16
KRT17
KRT18
KRT19
KRT20
KRT23
KRT80
KRT81
KRTAP2-3
KRTAP3-1
KYNU
L1TD1
LAMA1
LAMA2
LAMA3
LAMA4
LAMB3
LAMC2
LAMP3
LAMP5
LAYN
LBH
LCN2
LCN15
LCP1
LDB2
LDHA
LDLR
LEAP2
LEFTY1
LEMD1
LFNG
LGALS1
LGALS2
LGALS3
LGALS4
LGALS7B
LGI4
LGR5
LHFPL6
LHX1
LIF
LIFR
LIMCH1
LIMD2
LIPH
LIX1
LMCD1
LMNB1
LMO2
LMO3
LMO7
LOX
LOXL2
LOXL4
LPIN1
LPL
LRAT
LRATD1
LRP1
LRP2
LRP4
LRRC4C
LRRC17
LRRC26
LRRC75A
LRRIQ1
LRRN3
LSAMP
LTB
LTBP1
LUM
LURAP1L
LUZP2
LXN
LY6D
LY6E
LY6H
LYPD1
LYPD2
LYPD6B
LYZ
MAB21L2
MACC1
MAD2L1
MAF
MAFA
MAFB
MAFF
MALL
MAN1A1
MAP1A
MAP1B
MAP2
MAP3K8
MAP6
MAPK10
MATN2
MB
MBOAT2
MCAM
MCM3
MCM4
MCM5
MCM6
MCM7
MDK
MDM2
MEF2C
MEIS1
MEIS2
MEP1A
MEST
MEX3A
MFAP4
MFGE8
MGAT4C
MGLL
MGP
MGST1
MIA
MIS18BP1
MKI67
MLLT11
MLN
MLPH
MLXIPL
MME
MMP1
MMP2
MMP7
MMP9
MMP10
MMP11
MMP12
MMP16
MMP23B
MOXD1
MPPED2
MRC2
MS4A8
MSLN
MSMB
MSMO1
MSN
MSRB3
MST1
MSX1
MT1A
MT1E
MT1F
MT1G
MT1H
MT1M
MT1X
MT2A
MT3
MTHFD2
MTTP
MUC1
MUC2
MUC3A
MUC4
MUC5AC
MUC5B
MUC6
MUC12
MUC13
MUC16
MUC17
MUC20
MUCL3
MVD
MX1
MX2
MXD1
MXD3
MXRA5
MXRA8
MYADM
MYBL2
MYBPC1
MYC
MYEOV
MYH11
MYL4
MYL9
MYLIP
MYLK
MYO15B
MYOCD
MYOM1
NABP1
NASP
NAV2
NBL1
NCALD
NCAM1
NCAPG
NCCRP1
NCF2
NCKAP5
NCOA7
NDC80
NDRG1
NDRG4
NDUFA4L2
NEB
NECTIN4
NEDD9
NEFL
NEFM
NEGR1
NEK2
NELL1
NELL2
NES
NEURL1
NEURL3
NEUROD1
NEXN
NFASC
NFIA
NFIB
NFKBIA
NFKBIZ
NGFR
NIBAN1
NID1
NID2
NKAIN4
NKD1
NKX2-2
NMB
NMU
NNAT
NNMT
NOVA1
NPNT
NPPB
NPPC
NPR3
NPTX1
NPTX2
NPW
NPY
NPY1R
NQO1
NR1D1
NR1H4
NR2F1
NR2F2
NR4A1
NR4A2
NR4A3
NRARP
NR0B1
NR0B2
NREP
NRG1
NRK
NRN1
NRP1
NRP2
NRXN1
NRXN3
NSG1
NSG2
NTM
NTN4
NTRK2
NTRK3
NTS
NUAK1
NUCB2
NUDT4
NUF2
NUPR1
NUSAP1
NXPH4
OAS1
OASL
OCLN
ODAM
ODC1
OLFM4
OLFML2B
OLFML3
ONECUT1
ONECUT2
ONECUT3
OR51E1
ORC6
OSGIN1
OSR1
OSR2
P4HA1
PAG1
PAK3
PALLD
PALMD
PAM
PAPPA
PAPPA2
PARM1
PAX4
PAX6
PBK
PCDH7
PCDH9
PCDH10
PCDH11X
PCDH17
PCDH18
PCDH19
PCDH20
PCK1
PCLAF
PCLO
PCNA
PCOLCE
PCP4
PCSK1
PCSK1N
PCSK2
PDE1A
PDE4B
PDE5A
PDE7B
PDE8B
PDGFA
PDGFB
PDGFD
PDGFRA
PDGFRB
PDK1
PDK4
PDLIM3
PDLIM4
PDPN
PDZD2
PDZK1IP1
PDZRN3
PECAM1
PEG10
PENK
PEPD
PER1
PFKFB3
PFKFB4
PGAM2
PGC
PGF
PGK1
PGM2L1
PGM5
PHACTR1
PHACTR3
PHGDH
PHGR1
PHKG1
PHLDA1
PHLDA2
PHLDB2
PI3
PIEZO2
PIF1
PIGR
PIK3IP1
PIM1
PIM3
PIMREG
PITX1
PITX2
PKDCC
PKIB
PLA2G2A
PLAAT4
PLAC8
PLAC9
PLAGL1
PLAT
PLAU
PLAUR
PLCG2
PLCXD1
PLCXD3
PLEC
PLEKHH2
PLEKHO1
PLIN2
PLIN5
PLK1
PLK2
PLN
PLOD2
PLPP3
PLXDC2
PLXNA2
PLXND1
PMAIP1
PMEPA1
PMP22
PNCK
PNMA2
PNRC1
PODXL
POMC
POSTN
POU2F2
POU2F3
POU3F1
PPARG
PPARGC1A
PPBP
PPP1R1A
PPP1R1B
PPP1R3C
PPP1R14A
PPP1R15A
PPP2R2B
PPY
PRAP1
PRC1
PRDM1
PREX1
PRICKLE1
PRKAR2B
PRKG1
PROM1
PROX1
PRPH
PRR11
PRRX1
PRRX2
PRSS1
PRSS2
PRSS3
PRSS8
PRSS22
PRSS23
PRSS35
PRUNE2
PSAT1
PSCA
PSD
PSRC1
PTAFR
PTCH1
PTCHD1
PTGDS
PTGER3
PTGES
PTGIS
PTGR1
PTGS1
PTGS2
PTHLH
PTN
PTP4A3
PTPRB
PTPRD
PTPRN
PTPRR
PTPRZ1
PTTG1
PTX3
PXDN
PYY
QPRT
QSOX1
RAB3B
RAB3C
RAB11FIP1
RAB26
RAB27B
RAB31
RACGAP1
RAD51AP1
RAMP1
RAP2B
RARRES1
RARRES2
RASD1
RASGRP3
RASSF6
RBFOX1
RBMS3
RBP1
RBP2
RBP4
RCAN1
RDH10
REG1A
REG3A
REG4
RELN
REN
REP15
RERG
RESF1
RETREG1
RFLNA
RFLNB
RFX4
RFX6
RGCC
RGS1
RGS2
RGS4
RGS5
RGS10
RGS13
RGS16
RHCG
RHOB
RHOV
RIMBP2
RIMS1
RIPOR2
RNASE1
RNASE4
RND1
RND3
RNF39
RNF150
RNF183
RNF186
ROBO2
RORA
RPRM
RRAD
RRAGD
RRM2
RSAD2
RSPO2
RSPO3
RSRP1
RTKN2
RTN1
RUNDC3A
RUNX1T1
RUNX2
S1PR3
S100A1
S100A2
S100A4
S100A6
S100A8
S100A9
S100A10
S100A14
S100G
S100P
SAA1
SAA2
SAMD4A
SAMD5
SAMD9
SAMD9L
SAMD11
SAT1
SCD
SCD5
SCEL
SCG2
SCG3
SCG5
SCGB1A1
SCGB2A1
SCGB3A1
SCGB3A2
SCGN
SCIN
SCN3A
SCN7A
SCN9A
SCNN1A
SCRG1
SCT
SCUBE3
SDC2
SDC4
SDCBP2
SDR16C5
SEC11C
SECTM1
SELENOM
SELENOP
SEMA3A
SEMA3B
SEMA3C
SEMA3D
SEMA3E
SEMA5A
SEMA6A
SEMA6D
SEMA7A
SERPINA1
SERPINA3
SERPINA5
SERPINB1
SERPINB2
SERPINB3
SERPINB5
SERPINB7
SERPINB9
SERPINE1
SERPINE2
SERPINF1
SERPING1
SERPINI1
SFN
SFRP1
SFRP2
SFRP5
SGCD
SGIP1
SGK1
SGO1
SGO2
SH3D21
SHC2
SHH
SHISA2
SHISA3
SHOX2
SI
SIPA1L2
SIX1
SLC1A2
SLC2A1
SLC2A3
SLC3A1
SLC3A2
SLC4A4
SLC5A1
SLC5A3
SLC6A8
SLC6A14
SLC6A19
SLC7A2
SLC7A5
SLC7A7
SLC7A8
SLC7A11
SLC7A14
SLC8A1
SLC11A2
SLC12A2
SLC15A1
SLC16A3
SLC16A7
SLC18A1
SLC20A1
SLC26A2
SLC26A3
SLC26A7
SLC28A2
SLC34A2
SLC38A2
SLC38A11
SLC39A4
SLC40A1
SLC51A
SLC51B
SLCO3A1
SLIT2
SLIT3
SLITRK5
SLITRK6
SLN
SLPI
SMAD9
SMC2
SMC4
SMIM5
SMIM6
SMIM24
SMIM32
SMOC1
SMOC2
SMPD3
SNAI2
SNAP25
SNCA
SNCG
SOCS1
SOCS2
SOCS3
SOD2
SOD3
SORBS2
SORCS1
SORL1
SOSTDC1
SOX2
SOX4
SOX6
SOX9
SOX11
SOX17
SOX21
SP5
SPARC
SPARCL1
SPC25
SPDEF
SPIB
SPINK1
SPINK4
SPINK5
SPNS2
SPOCK1
SPOCK2
SPOCK3
SPON1
SPON2
SPP1
SPRR1B
SPRR3
SPRY1
SPTSSB
SPX
SQLE
SQSTM1
SRGN
SRPX
SRRM4
SST
SSTR2
ST3GAL5
ST6GALNAC1
ST8SIA4
ST18
STARD9
STC1
STC2
STEAP4
STMN1
STMN2
STMN4
STOM
SUCNR1
SULF1
SULT1B1
SULT1C2
SULT1C4
SULT1E1
SULT2A1
SUSD2
SVEP1
SYNE1
SYNE2
SYNM
SYNPO2
SYP
SYT1
SYT4
SYT8
SYT11
SYT13
SYTL2
TAC1
TAC3
TACC3
TACSTD2
TAGLN
TAGLN3
TBX2
TBX3
TCEA3
TCEAL2
TCEAL7
TCF4
TCF21
TCIM
TCN1
TDO2
TENT5A
TESC
TF
TFAP2A
TFAP2B
TFF1
TFF2
TFF3
TFPI
TFPI2
TFRC
TGFB1
TGFB1I1
TGFB2
TGFB3
TGFBI
TGFBR3
TGM2
THBD
THBS1
THBS2
THSD7A
THY1
TIMP1
TIMP2
TIMP3
TINAGL1
TK1
TLE4
TM4SF1
TM4SF4
TM4SF5
TM4SF20
TMC5
TMCC3
TMEFF2
TMEM37
TMEM45A
TMEM45B
TMEM88
TMEM100
TMEM132B
TMEM156
TMEM158
TMEM176A
TMEM176B
TMEM178A
TMEM190
TMOD1
TMSB15A
TNC
TNF
TNFAIP2
TNFAIP3
TNFRSF9
TNFRSF10D
TNFRSF11B
TNFRSF12A
TNFRSF19
TNFSF9
TNFSF10
TNFSF15
TNNC1
TNNI1
TNNT1
TNNT2
TNNT3
TOP2A
TP53INP1
TPBG
TPH1
TPM1
TPM2
TPPP3
TPX2
TRIB1
TRIB2
TRIB3
TRIM29
TRIM31
TRMT9B
TRNP1
TROAP
TRPS1
TSC22D1
TSC22D3
TSHZ2
TSLP
TSPAN1
TSPAN2
TSPAN8
TSPYL2
TTK
TTLL7
TTN
TTR
TTYH1
TUBA1A
TUBA1B
TUBA1C
TUBA4A
TUBB2A
TUBB2B
TUBB3
TUBB4B
TUBB6
TWIST1
TXNIP
TXNRD1
TYMP
TYMS
UBD
UBE2C
UBE2S
UBE2T
UCHL1
UCP2
UGT2A3
UGT2B7
UGT2B11
UGT2B15
UGT2B17
UHRF1
UNC5B
UNC5C
UPK1B
UPP1
VAMP5
VAV3
VCAM1
VCAN
VEGFA
VGF
VGLL3
VIL1
VIM
VIPR2
VMO1
VMP1
VNN1
VSIG1
VSIG2
VSNL1
VSTM2L
VTCN1
VTN
VWA5B2
WEE1
WFDC2
WIF1
WNT2B
WNT4
WNT5A
WNT6
WNT7B
WSB1
WWTR1
XAF1
YOD1
YPEL2
ZBTB16
ZBTB20
ZEB1
ZEB2
ZFHX4
ZFP36
ZFP36L1
ZFP36L2
ZG16
ZG16B
ZMAT3
ZNF165
ZNF292
ZNF385D
ZNF503
ZNF703
ZNF804A
ZWINT
